sowid	cg	nba	parity	nbd	sire	dam	farm	yearmo
985152004241892	62201007	10	1	0	572737	985152004241735	62	201007
985152004241900	62201008	11	1	0	572737	985152003205194	62	201008
985152004241911	62200909	7	1	3	370362	985152003205649	62	200909
985152004241924	62200910	10	1	0	311902	985152003205718	62	200910
985152004242101	62200904	9	1	0	376475	985152000271511	62	200904
985152004242106	62200904	12	1	0	358671	985152004242831	62	200904
985152004242106	62200911	13	2	2	358671	985152004242831	62	200911
985152004242110	62200904	6	1	0	376771	985152002429480	62	200904
985152004242111	62200904	9	1	1	358671	985152004242831	62	200904
985152004242116	62200904	11	1	1	359143	985152002429573	62	200904
985152004242116	62200910	8	2	0	359143	985152002429573	62	200910
985152004242116	62201003	11	3	0	359143	985152002429573	62	201003
985152004242117	62200905	13	1	1	359143	985152002429573	62	200905
985152004242119	62200904	11	1	0	359143	985152002194792	62	200904
985152004242119	62200909	9	2	0	359143	985152002194792	62	200909
985152004242119	62201002	15	3	0	359143	985152002194792	62	201002
985152004242122	62200905	7	1	2	376474	985152003206541	62	200905
985152004242128	62200904	10	1	2	376475	985152000271508	62	200904
985152004242143	62200904	9	1	1	359143	985152002194792	62	200904
985152004242148	62200904	9	1	2	376475	985152000271508	62	200904
985152004242153	62200903	10	1	2	376475	985152003025160	62	200903
985152004242165	62200903	11	1	1	376771	985152002429480	62	200903
985152004242174	62200904	10	1	0	376771	985152002429575	62	200904
985152004242180	62200905	8	1	1	359143	985152002194792	62	200905
985152004242180	62200910	11	2	1	359143	985152002194792	62	200910
985152004242188	62200905	9	1	1	376475	985152003206534	62	200905
985152004242192	62200905	8	1	2	376475	985152003025151	62	200905
985152004242194	62200907	11	1	1	415995	985152001181745	62	200907
985152004242199	62200906	12	1	0	376767	985152002429717	62	200906
985152004242199	62200910	10	2	1	376767	985152002429717	62	200910
985152004242218	62200904	9	1	0	376475	985152003207033	62	200904
985152004242218	62200909	10	2	0	376475	985152003207033	62	200909
985152004242433	62200905	11	1	1	352188	985152000271514	62	200905
985152004242437	62200905	9	1	1	376771	985152002429054	62	200905
985152004242440	62200906	12	1	1	376770	985152003206455	62	200906
985152004242440	62200911	15	2	0	376770	985152003206455	62	200911
985152004242441	62200905	10	1	1	376475	985152003025151	62	200905
985152004242444	62200906	8	1	1	370362	985152002195005	62	200906
985152004242445	62200905	10	1	0	415995	985152001181745	62	200905
985152004242701	62200905	11	1	1	358671	985152004242831	62	200905
985152004242706	62200905	8	1	0	376771	985152002429561	62	200905
985152004242710	62200905	8	1	0	359143	985152003206465	62	200905
985152004242721	62200905	11	1	1	376474	985152003206541	62	200905
985152004242725	62200905	10	1	1	376474	985152003206541	62	200905
985152004242801	62200905	11	1	0	352188	985152000271514	62	200905
985152004242801	62200910	12	2	0	352188	985152000271514	62	200910
985152004242802	62200906	11	1	1	376475	985152002195013	62	200906
985152004242804	62200906	11	1	0	376767	985152002429717	62	200906
985152004242804	62200912	12	2	0	376767	985152002429717	62	200912
985152004242805	62200906	11	1	0	376770	985152003206531	62	200906
985152004242806	62200905	11	1	0	376770	985152003206455	62	200905
985152004242807	62200905	13	1	1	376767	985152002429717	62	200905
985152004242807	62200910	12	2	0	376767	985152002429717	62	200910
985152004242811	62200906	11	1	0	376474	985152003206461	62	200906
985152004242811	62200910	11	2	0	376474	985152003206461	62	200910
985152004242816	62200907	11	1	0	376767	985152001181737	62	200907
985152004242818	62200907	8	1	2	376474	985152003206655	62	200907
985152004242818	62201001	13	2	0	376474	985152003206655	62	201001
985152004242821	62200906	8	1	1	370362	985152002195005	62	200906
985152004242822	62200906	11	1	2	376770	985152003206654	62	200906
985152004242822	62200910	15	2	0	376770	985152003206654	62	200910
985152004242828	62200906	11	1	1	359143	985152000272149	62	200906
985152004242831	62200712	10	1	0	103086	985152001181965	62	200712
985152004242831	62200805	11	2	0	103086	985152001181965	62	200805
985152004242831	62200809	13	3	0	103086	985152001181965	62	200809
985152004242831	62200902	13	4	1	103086	985152001181965	62	200902
985152004242831	62200907	9	5	0	103086	985152001181965	62	200907
985152004242831	62200912	10	6	0	103086	985152001181965	62	200912
985152004242832	62200906	1	1	2	376475	985152000271502	62	200906
985152004242832	62200911	12	2	0	376475	985152000271502	62	200911
985152004242833	62200905	12	1	1	376770	985152003206453	62	200905
985152004242835	62200907	11	1	0	376770	985152003207109	62	200907
985152004242835	62200912	13	2	0	376770	985152003207109	62	200912
985152004242837	62200908	11	1	0	376770	985152003207216	62	200908
985152004242838	62200901	11	1	0	370362	985152002429954	62	200901
985152004242838	62200906	11	2	0	370362	985152002429954	62	200906
985152004242842	62200907	7	1	3	376770	985152003207030	62	200907
985152004242930	62201001	12	1	0	515019	985152004242831	62	201001
985152004242930	62201007	8	2	0	515019	985152004242831	62	201007
985152004242933	62201002	12	1	0	515019	985152003205018	62	201002
985152004242934	62201001	7	1	0	515020	985152003205413	62	201001
985152004242940	62201002	13	1	0	514976	985152003206143	62	201002
985152004242940	62201008	9	2	1	514976	985152003206143	62	201008
985152004242944	62201002	5	1	3	509976	985152003205422	62	201002
985152004242947	62201002	12	1	0	514976	985152003206143	62	201002
985152004242947	62201007	9	2	0	514976	985152003206143	62	201007
985152004242947	62201012	5	3	0	514976	985152003206143	62	201012
985152004242951	62200906	8	1	0	376475	985152002195013	62	200906
985152004242952	62200906	5	1	2	376767	985152001181737	62	200906
985152004242954	62200906	3	1	0	359143	985152000272149	62	200906
985152004242956	62200907	6	1	1	376475	985152000271502	62	200907
985152004242960	62200906	9	1	0	376475	985152003206467	62	200906
985152004242964	62200907	7	1	1	376475	985152002195021	62	200907
985152004242971	62200907	11	1	3	376770	985152002195412	62	200907
985152004242971	62201001	10	2	0	376770	985152002195412	62	201001
985152004242971	62201005	13	3	0	376770	985152002195412	62	201005
985152004242977	62200906	4	1	2	376475	985152003206578	62	200906
985152004242979	62200906	12	1	0	376475	985152002429481	62	200906
985152004242981	62200908	4	1	0	415995	985152003207211	62	200908
985152004242981	62200912	3	2	1	415995	985152003207211	62	200912
985152004242987	62200907	10	1	0	376770	985152003207054	62	200907
985152004242990	62200907	7	1	3	376767	985152003206955	62	200907
985152004242991	62200906	10	1	2	376474	985152003206456	62	200906
985152004242992	62200907	12	1	0	376770	985152003206018	62	200907
985152004242992	62200912	2	2	0	376770	985152003206018	62	200912
985152004242997	62200911	10	1	2	514976	985152003206654	62	200911
985152004242998	62200907	0	1	8	376767	985152003206967	62	200907
985152004243006	62200907	9	1	0	376767	985152003206955	62	200907
985152004243007	62200911	10	1	1	515019	985152003206090	62	200911
985152004625876	62200911	12	1	1	515019	985152003206081	62	200911
985152004625877	62200910	11	1	0	376767	985152002429573	62	200910
985152004625884	62200910	13	1	0	515019	985152003206098	62	200910
985152004625889	62200910	10	1	0	376770	985152003206139	62	200910
985152004625900	62200910	11	1	2	515019	985152003206090	62	200910
985152004625901	62200910	11	1	0	509976	985152003206076	62	200910
985152004625902	62200909	6	1	1	370362	985152000271505	62	200909
985152004625903	62200911	11	1	1	376770	985152003206150	62	200911
985152004625904	62200909	5	1	0	514976	985152003206159	62	200909
985152004625904	62201002	13	2	0	514976	985152003206159	62	201002
985152004625905	62200911	11	1	0	515019	985152003206081	62	200911
985152004625912	62200910	14	1	0	509976	985152003206152	62	200910
985152004625912	62201002	15	2	0	509976	985152003206152	62	201002
985152004625914	62200910	11	1	0	514976	985152003206159	62	200910
985152004625914	62201003	3	2	6	514976	985152003206159	62	201003
985152004625915	62200910	13	1	0	376770	985152003205704	62	200910
985152004625916	62200910	12	1	0	376770	985152003205713	62	200910
985152004625918	62200910	12	1	0	514976	985152003206166	62	200910
985152004625918	62201003	6	2	2	514976	985152003206166	62	201003
985152004625918	62201007	12	3	0	514976	985152003206166	62	201007
985152004625919	62200910	11	1	0	516628	985152003205974	62	200910
985152004625922	62200910	11	1	0	515019	985152003206081	62	200910
985152004625923	62200910	5	1	1	509976	985152003205975	62	200910
985152004625923	62201003	11	2	0	509976	985152003205975	62	201003
985152004625923	62201007	11	3	1	509976	985152003205975	62	201007
985152004625924	62200910	11	1	0	514976	985152003206159	62	200910
985152004626007	62200909	11	1	0	376474	985152003205645	62	200909
985152004626011	62200910	9	1	0	470642	985152003206148	62	200910
985152004626013	62200910	11	1	0	370362	985152000271505	62	200910
985152004626016	62200909	11	1	0	311902	985152003205718	62	200909
985152004626023	62200909	10	1	0	370362	985152000271505	62	200909
985152004626023	62201002	13	2	0	370362	985152000271505	62	201002
985152004626026	62200912	11	1	0	509976	985152003205774	62	200912
985152004626028	62200911	9	1	1	515019	985152003206008	62	200911
985152004626029	62200911	10	1	0	511997	985152001579509	62	200911
985152004626031	62200912	8	1	0	514976	985152003025595	62	200912
985152004626031	62201005	11	2	0	514976	985152003025595	62	201005
985152004626035	62200912	13	1	0	511997	985152004241248	62	200912
985152004626035	62201007	12	2	2	511997	985152004241248	62	201007
985152004626037	62200912	13	1	0	511997	985152001579509	62	200912
985152004626039	62200912	7	1	1	516628	985152003206028	62	200912
985152004626040	62200912	12	1	0	516550	985152003205456	62	200912
985152004626043	62200908	8	1	1	376474	985152002194887	62	200908
985152004626044	62200911	11	1	0	509976	985152003205999	62	200911
985152004626045	62200912	12	1	0	514976	985152003204927	62	200912
985152004626046	62200912	0	1	8	516628	985152003206028	62	200912
985152004626050	62200912	12	1	0	511997	985152004241248	62	200912
985152004626051	62200912	12	1	0	514976	985152003205544	62	200912
985152004626052	62200912	8	1	0	509976	985152003204946	62	200912
985152004626054	62200912	9	1	0	515019	985152003204905	62	200912
985152004626055	62200910	11	1	1	509976	985152003205989	62	200910
985152004626058	62200912	14	1	0	511997	985152001579509	62	200912
985152004626058	62201005	13	2	2	511997	985152001579509	62	201005
985152004626061	62200912	9	1	0	515019	985152003205977	62	200912
985152004626063	62200912	6	1	1	514976	985152003205544	62	200912
985152004626063	62201005	9	2	1	514976	985152003205544	62	201005
985152004626065	62200912	15	1	2	512520	985152003204912	62	200912
985152004626066	62201001	9	1	0	514976	985152003204877	62	201001
985152004626067	62200912	6	1	1	511997	985152001579509	62	200912
985152004626067	62201006	4	2	0	511997	985152001579509	62	201006
985152004626068	62200912	7	1	0	509976	985152003205535	62	200912
985152004626068	62201005	10	2	2	509976	985152003205535	62	201005
985152004626072	62201001	9	1	0	509976	985152003205535	62	201001
985152004626072	62201006	7	2	0	509976	985152003205535	62	201006
985152004626184	62201001	11	1	0	515019	985152003204965	62	201001
985152004626188	62201001	11	1	0	509976	985152003205535	62	201001
985152004626193	62201001	10	1	0	514976	985152003206453	62	201001
985152004626193	62201006	7	2	0	514976	985152003206453	62	201006
985152004626194	62200908	9	1	2	376767	985152002195252	62	200908
985152004626194	62201001	17	2	0	376767	985152002195252	62	201001
985152004626206	62200909	8	1	1	311902	985152002429554	62	200909
985152004626210	62200910	9	1	1	370362	985152000271505	62	200910
985152004626212	62200911	12	1	0	463991	985152003206143	62	200911
985152004626216	62200909	12	1	0	515019	985152003206541	62	200909
985152004626221	62200910	9	1	0	311902	985152003206171	62	200910
985152004626377	62200911	12	1	0	514976	985152003206009	62	200911
985152004626385	62200911	12	1	1	515019	985152003206115	62	200911
985152004626389	62200911	0	1	5	509976	985152003205985	62	200911
985152004626393	62200911	10	1	0	515019	985152003205994	62	200911
985152004626395	62200911	8	1	3	516550	985152003205463	62	200911
985152004626401	62201001	13	1	0	512520	985152003204914	62	201001
985152004626401	62201007	7	2	0	512520	985152003204914	62	201007
985152004626403	62201001	14	1	0	514976	985152003206453	62	201001
985152004626403	62201007	7	2	0	514976	985152003206453	62	201007
985152004626406	62200912	12	1	0	515019	985152003207030	62	200912
985152004626412	62200912	7	1	1	514976	985152003205751	62	200912
985152004626414	62201001	7	1	4	515019	985152003205532	62	201001
985152004626415	62201002	10	1	0	514976	985152003207211	62	201002
985152004626417	62201001	12	1	1	515019	985152003204892	62	201001
985152004626417	62201006	10	2	0	515019	985152003204892	62	201006
985152004626423	62201002	13	1	0	512520	985152003205711	62	201002
985152004626429	62200911	11	1	1	516628	985152003206028	62	200911
985152004626430	62200912	13	1	0	511997	985152004241248	62	200912
985152004626431	62200911	13	1	2	514976	985152001181737	62	200911
985152004626432	62200911	12	1	1	511997	985152004241248	62	200911
985152004626435	62200912	12	1	0	511997	985152001579509	62	200912
985152004626436	62200912	11	1	0	511997	985152003207007	62	200912
985152004626437	62200912	9	1	4	515019	985152003205994	62	200912
985152004626439	62200912	11	1	0	514976	985152003205544	62	200912
985152004626443	62200912	10	1	0	516550	985152003205463	62	200912
985152004626444	62200912	5	1	5	509976	985152003205687	62	200912
985152004626448	62200912	10	1	0	515019	985152003205977	62	200912
985152004626448	62201005	15	2	0	515019	985152003205977	62	201005
985152004626449	62200912	12	1	0	511997	985152001579509	62	200912
985152004626449	62201005	14	2	0	511997	985152001579509	62	201005
985152004626449	62201009	16	3	0	511997	985152001579509	62	201009
985152004626450	62200912	9	1	0	514976	985152003205763	62	200912
985152004626450	62201005	11	2	0	514976	985152003205763	62	201005
985152004626450	62201010	12	3	1	514976	985152003205763	62	201010
985152004626478	62200911	11	1	0	511947	985152003206032	62	200911
985152004626479	62200911	11	1	1	511997	985152003207007	62	200911
985152004626480	62200911	8	1	1	515019	985152003206115	62	200911
985152004626486	62200911	10	1	0	514976	985152003025595	62	200911
985152004626486	62201004	3	2	0	514976	985152003025595	62	201004
985152004626488	62200911	9	1	1	516548	985152003205971	62	200911
985152004626489	62200911	10	1	0	512520	985152003207206	62	200911
985152004626497	62200911	10	1	3	512520	985152003205697	62	200911
985152004626500	62200911	4	1	6	512520	985152003205697	62	200911
985152004626533	62200912	11	1	0	515019	985152003207033	62	200912
985152004626535	62200912	12	1	0	515019	985152003207040	62	200912
985152004626537	62200912	9	1	1	514976	985152003204927	62	200912
985152004626542	62200911	14	1	0	515019	985152003206098	62	200911
985152004626544	62200912	12	1	0	511997	985152001579509	62	200912
985152004626545	62200911	6	1	0	512520	985152000272149	62	200911
985152004626547	62200912	12	1	0	511997	985152004241248	62	200912
985152004626583	62200910	9	1	0	509976	985152003206455	62	200910
985152004626583	62201003	11	2	0	509976	985152003206455	62	201003
985152004626586	62200910	7	1	2	509976	985152003206152	62	200910
985152004626587	62200910	11	1	1	509976	985152003206152	62	200910
985152004626587	62201003	12	2	0	509976	985152003206152	62	201003
985152004626588	62200905	10	1	1	376770	985152003206453	62	200905
985152004626588	62200910	12	2	0	376770	985152003206453	62	200910
985152004626589	62200910	8	1	1	509976	985152003206455	62	200910
985152004626589	62201003	5	2	1	509976	985152003206455	62	201003
985152004626592	62200910	10	1	0	311902	985152003206171	62	200910
985152004626593	62200912	8	1	0	516628	985152003205967	62	200912
985152004626595	62200910	0	1	10	516628	985152003205967	62	200910
985152004626626	62200912	11	1	0	511947	985152003205982	62	200912
985152004626628	62200911	10	1	0	515019	985152003206090	62	200911
985152004626630	62200911	4	1	0	511947	985152003206032	62	200911
985152004626632	62200912	13	1	2	512520	985152002195005	62	200912
985152004626634	62200910	13	1	0	509976	985152003205989	62	200910
985152004626634	62201003	8	2	0	509976	985152003205989	62	201003
985152004626636	62200911	8	1	0	516628	985152003205967	62	200911
985152004626636	62201003	12	2	0	516628	985152003205967	62	201003
985152004626639	62200911	13	1	0	509976	985152003205975	62	200911
985152004626641	62200911	9	1	0	509976	985152003205989	62	200911
985152004626726	62201001	9	1	4	514976	985152003206453	62	201001
985152004626727	62201001	9	1	0	515019	985152003207033	62	201001
985152004626729	62201001	13	1	0	515019	985152003204844	62	201001
985152004626730	62201001	13	1	0	514976	985152003204975	62	201001
985152004626734	62201001	12	1	0	515019	985152003204835	62	201001
985152004626740	62201001	12	1	0	515019	985152003204844	62	201001
985152004626743	62201001	9	1	2	512520	985152003204954	62	201001
985152004903412	62201003	15	1	0	515019	985152004242128	62	201003
985152004903418	62201003	0	1	4	515019	985152003205989	62	201003
985152004903426	62201003	12	1	0	515019	985152004242119	62	201003
985152004903429	62201004	12	1	0	493970	985152003206084	62	201004
985152004903438	62201003	10	1	0	515019	985152003205989	62	201003
985152004903446	62201003	13	1	0	493970	985152003205998	62	201003
985152004903447	62201003	12	1	1	515019	985152004242119	62	201003
985152004903488	62201007	6	1	2	568814	985152004241708	62	201007
985152004903488	62201011	10	2	0	568814	985152004241708	62	201011
985152004903488	62201104	12	3	0	568814	985152004241708	62	201104
985152004903494	62201005	11	1	1	514976	985152003204912	62	201005
985152004903495	62201005	8	1	1	514976	985152003204912	62	201005
985152004903498	62201005	10	1	1	514976	985152003204914	62	201005
985152004903503	62201003	13	1	0	515019	985152003206139	62	201003
985152004903505	62201003	14	1	0	514976	985152003206081	62	201003
985152004903520	62201003	7	1	0	514976	985152003206081	62	201003
985152004903521	62201003	9	1	0	515019	985152003205408	62	201003
985152004903560	62201007	10	1	0	568814	985152003205703	62	201007
985152004903569	62201006	10	1	0	617012	985152004241249	62	201006
985152004903569	62201011	14	2	0	617012	985152004241249	62	201011
985152004903571	62201003	11	1	0	515019	985152003207057	62	201003
985152004903576	62201005	7	1	0	514976	985152003204927	62	201005
985152004903583	62201007	11	1	0	572703	985152004241746	62	201007
985152004903592	62201007	9	1	0	557546	985152003206171	62	201007
985152004903598	62201005	12	1	0	503964	985152004242199	62	201005
985152004903801	62201006	13	1	0	572483	985152003205422	62	201006
985152004903802	62201005	10	1	0	514976	985152004626588	62	201005
985152004903802	62201010	14	2	1	514976	985152004626588	62	201010
985152004903807	62201005	10	1	0	503964	985152004242804	62	201005
985152004903807	62201009	14	2	0	503964	985152004242804	62	201009
985152004903816	62201005	15	1	0	503964	985152004242804	62	201005
985152004903820	62201004	12	1	0	503964	985152004242199	62	201004
985152004903821	62201004	10	1	0	514976	985152004242433	62	201004
985152004903828	62201002	11	1	0	514976	985152003206081	62	201002
985152004903830	62201003	12	1	1	514976	985152003206081	62	201003
985152004903832	62201003	11	1	0	515019	985152003205988	62	201003
985152004903836	62201004	9	1	1	515019	985152004242706	62	201004
985152004903841	62201002	12	1	0	515019	985152003205289	62	201002
985152004903855	62201002	8	1	0	509976	985152000271505	62	201002
985152004903862	62201002	9	1	0	515020	985152003205423	62	201002
985152004903869	62201002	3	1	0	514976	985152003204877	62	201002
985152004903880	62201007	12	1	0	557546	985152003206171	62	201007
985152004903880	62201012	8	2	0	557546	985152003206171	62	201012
985152004903887	62201007	7	1	1	568814	985152004241738	62	201007
985152004903890	62201005	10	1	1	503964	985152004242811	62	201005
985152004903890	62201010	12	2	2	503964	985152004242811	62	201010
985152004903892	62201006	11	1	0	514976	985152004241340	62	201006
985152004903895	62201005	15	1	0	515019	985152003205161	62	201005
985152004904062	62201002	10	1	0	515019	985152003204866	62	201002
985152004904064	62201002	10	1	0	514976	985152003206143	62	201002
985152004904064	62201007	12	2	0	514976	985152003206143	62	201007
985152004904065	62201002	8	1	0	515020	985152003205423	62	201002
985152004904067	62201002	10	1	0	515020	985152003205413	62	201002
985152004904071	62201002	9	1	1	514976	985152003206143	62	201002
985152004904075	62201002	3	1	4	514976	985152003206143	62	201002
985152004904203	62201004	11	1	1	515019	985152003207057	62	201004
985152004904221	62201003	13	1	2	514976	985152004242153	62	201003
985152004904222	62201003	10	1	1	515019	985152003205289	62	201003
985152004904307	62201002	3	1	2	509976	985152002429561	62	201002
985152004904310	62201002	12	1	0	509976	985152003205013	62	201002
985152004904316	62201001	10	1	0	515019	985152004242831	62	201001
985152004904316	62201006	9	2	0	515019	985152004242831	62	201006
985152004904316	62201011	4	3	0	515019	985152004242831	62	201011
985152004904318	62201001	0	1	4	515019	985152003204892	62	201001
985152004904321	62201001	12	1	2	514976	985152003206453	62	201001
985152004904321	62201006	13	2	0	514976	985152003206453	62	201006
985152004904323	62201002	10	1	1	515019	985152003205281	62	201002
985152004904354	62201009	14	1	0	572703	985152004626023	62	201009
985152004904354	62201102	11	2	0	572703	985152004626023	62	201102
985152004904366	62201004	9	1	2	514976	985152003206028	62	201004
985152004904366	62201009	7	2	2	514976	985152003206028	62	201009
985152004904366	62201102	11	3	0	514976	985152003206028	62	201102
985152004904368	62201004	5	1	2	503964	985152004242804	62	201004
985152004904370	62201007	11	1	0	568814	985152003205190	62	201007
985152004904372	62200910	10	1	1	509976	985152003206152	62	200910
985152004904373	62201001	11	1	1	514976	985152003204887	62	201001
985152004904373	62201006	15	2	0	514976	985152003204887	62	201006
985152005224801	62201005	1	1	2	493970	985152003205540	62	201005
985152005224801	62201010	9	2	0	493970	985152003205540	62	201010
985152005224803	62201007	15	1	0	568814	985152004241738	62	201007
985152005224805	62201006	12	1	0	514976	985152004242828	62	201006
985152005224807	62201005	12	1	3	493970	985152004242951	62	201005
985152005224808	62201005	11	1	1	493970	985152004242954	62	201005
985152005224808	62201010	1	2	3	493970	985152004242954	62	201010
985152005224809	62201005	12	1	0	494469	985152003206453	62	201005
985152005224809	62201010	6	2	0	494469	985152003206453	62	201010
985152005224812	62201005	11	1	0	514976	985152004242828	62	201005
985152005224817	62201006	10	1	0	617012	985152004241343	62	201006
985152005224817	62201010	9	2	0	617012	985152004241343	62	201010
985152005224825	62201006	12	1	0	503964	985152004242811	62	201006
985152005224851	62201005	8	1	2	494469	985152003206453	62	201005
985152005224853	62200912	14	1	0	512520	985152003204912	62	200912
985152005224857	62201005	13	1	0	512520	985152003204938	62	201005
985152005224860	62201004	11	1	1	514976	985152003206028	62	201004
985152005224862	62201006	9	1	1	514976	985152003205687	62	201006
985152005224874	62201005	7	1	1	512520	985152004242952	62	201005
985152005225277	62201006	6	1	0	494469	985152003204835	62	201006
985152005225278	62201006	12	1	0	514976	985152004241340	62	201006
985152005225280	62201007	13	1	0	557546	985152004241707	62	201007
985152005225282	62201007	14	1	0	514976	985152004241340	62	201007
985152005225283	62201007	10	1	0	557546	985152004241707	62	201007
985152005225283	62201011	12	2	1	557546	985152004241707	62	201011
985152005225284	62201007	9	1	1	568814	985152004241708	62	201007
985152005225285	62201008	13	1	1	572703	985152004242218	62	201008
985152005225285	62201101	11	2	0	572703	985152004242218	62	201101
985152005225287	62201007	12	1	0	572483	985152003206139	62	201007
985152005225289	62201007	6	1	0	514976	985152003204912	62	201007
985152005225291	62201007	10	1	0	617012	985152000271505	62	201007
985152005225292	62201007	12	1	0	617012	985152004241345	62	201007
985152005225293	62201007	8	1	0	494469	985152004241724	62	201007
985152005225297	62201007	12	1	0	568814	985152003205703	62	201007
985152005225297	62201012	10	2	0	568814	985152003205703	62	201012
985152005225298	62201007	4	1	0	514976	985152004242837	62	201007
985152005225401	62201009	12	1	0	572737	985152004625916	62	201009
985152005225407	62201009	12	1	0	603322	985152003206159	62	201009
985152005225413	62201008	14	1	0	514976	985152004626210	62	201008
985152005225413	62201102	11	2	2	514976	985152004626210	62	201102
985152005225415	62201009	15	1	0	572703	985152004625889	62	201009
985152005225415	62201102	13	2	1	572703	985152004625889	62	201102
985152005225420	62201012	8	1	2	572703	985152004626023	62	201012
985152005225420	62201105	8	2	0	572703	985152004626023	62	201105
985152005225426	62201007	5	1	1	557546	985152003205408	62	201007
985152005225428	62201007	15	1	0	568814	985152003206161	62	201007
985152005225429	62201007	12	1	0	572737	985152004241735	62	201007
985152005225429	62201012	0	2	7	572737	985152004241735	62	201012
985152005225436	62201007	7	1	1	557546	985152003205408	62	201007
985152005225438	62201006	0	1	4	617012	985152000271505	62	201006
985152005225440	62201007	12	1	3	568814	985152003206161	62	201007
985152005225440	62201012	11	2	2	568814	985152003206161	62	201012
985152005225445	62201007	13	1	0	494469	985152004241715	62	201007
985152005225457	62201006	1	1	4	494469	985152004241336	62	201006
985152005225470	62201005	12	1	0	494469	985152004241336	62	201005
985152005225470	62201010	13	2	0	494469	985152004241336	62	201010
985152005225471	62201006	11	1	0	503964	985152004242440	62	201006
985152005225477	62201004	11	1	1	514976	985152004242433	62	201004
985152005225477	62201009	11	2	0	514976	985152004242433	62	201009
985152005225489	62201004	10	1	0	493970	985152003206084	62	201004
985152005225489	62201009	11	2	0	493970	985152003206084	62	201009
985152005225489	62201102	9	3	0	493970	985152003206084	62	201102
985152005225491	62201005	10	1	1	493970	985152003206084	62	201005
985152005225526	62201004	11	1	1	515019	985152004242801	62	201004
985152005225527	62201004	11	1	1	514976	985152003207007	62	201004
985152005225528	62201004	10	1	0	515118	985152004242833	62	201004
985152005225529	62201004	9	1	0	514976	985152003207007	62	201004
985152005225530	62201004	8	1	0	515019	985152004242801	62	201004
985152005225531	62201004	12	1	0	514976	985152003207007	62	201004
985152005225540	62201004	12	1	0	514976	985152004242433	62	201004
985152005225540	62201010	8	2	1	514976	985152004242433	62	201010
985152005225545	62201004	14	1	1	515019	985152004242801	62	201004
985152005225545	62201009	12	2	1	515019	985152004242801	62	201009
985152005225546	62201004	12	1	0	493970	985152003205540	62	201004
985152005302007	62201007	10	1	0	572703	985152003205402	62	201007
985152005302010	62201007	10	1	0	568814	985152003205974	62	201007
985152005302010	62201104	7	2	1	568814	985152003205974	62	201104
985152005302012	62201008	12	1	1	568814	985152003206161	62	201008
985152005302013	62201007	13	1	0	572703	985152004241726	62	201007
985152005302016	62201007	17	1	0	572703	985152003205402	62	201007
985152005302016	62201012	11	2	2	572703	985152003205402	62	201012
985152005302016	62201105	12	3	0	572703	985152003205402	62	201105
985152005302017	62201007	10	1	2	572737	985152003205176	62	201007
985152005302018	62201007	7	1	0	568814	985152003205974	62	201007
985152005302018	62201012	10	2	2	568814	985152003205974	62	201012
985152005302018	62201105	10	3	0	568814	985152003205974	62	201105
985152005302020	62201007	6	1	0	568814	985152003205188	62	201007
985152005302022	62201007	10	1	0	572703	985152004241746	62	201007
985152005302079	62201008	6	1	0	557546	985152004241691	62	201008
985152005302079	62201101	10	2	0	557546	985152004241691	62	201101
985152005302085	62201008	7	1	0	568814	985152004241718	62	201008
985152005302086	62201008	11	1	0	494469	985152004241724	62	201008
985152005302091	62201007	11	1	0	557546	985152004241737	62	201007
985152005302092	62201008	11	1	0	572703	985152004241726	62	201008
985152005302092	62201012	11	2	3	572703	985152004241726	62	201012
985152005302095	62201008	12	1	0	603322	985152003207057	62	201008
985152005302095	62201012	9	2	0	603322	985152003207057	62	201012
985152005302096	62201007	10	1	5	568814	985152004241708	62	201007
985152005302097	62201007	12	1	0	557546	985152004241702	62	201007
985152005302098	62201007	8	1	0	572483	985152003206139	62	201007
985152005302100	62201007	7	1	0	617012	985152000271505	62	201007
985152005302100	62201012	10	2	0	617012	985152000271505	62	201012
985152005302104	62201006	6	1	1	514976	985152003204912	62	201006
985152005302107	62201006	11	1	0	617012	985152004241343	62	201006
985152005302111	62201005	12	1	0	503964	985152004242811	62	201005
985152005302112	62201007	10	1	0	568814	985152004241708	62	201007
985152005302112	62201011	9	2	1	568814	985152004241708	62	201011
985152005302112	62201104	13	3	0	568814	985152004241708	62	201104
985152005302113	62201005	10	1	0	503964	985152004242440	62	201005
985152005302118	62201005	7	1	1	514976	985152003204914	62	201005
985152005302119	62201006	7	1	0	493970	985152004242954	62	201006
985152005302119	62201011	12	2	1	493970	985152004242954	62	201011
985152005302127	62201005	14	1	0	617012	985152004241343	62	201005
985152005302127	62201010	15	2	0	617012	985152004241343	62	201010
985152005302129	62201008	8	1	0	514976	985152004241248	62	201008
985152005302131	62201007	8	1	0	568814	985152003205018	62	201007
985152005302140	62201006	15	1	0	514976	985152004241403	62	201006
985152005302141	62201006	0	1	4	494469	985152004241336	62	201006
985152005302142	62201007	5	1	0	617012	985152000271505	62	201007
985152005302142	62201012	10	2	1	617012	985152000271505	62	201012
985152005302142	62201104	16	3	2	617012	985152000271505	62	201104
985152005302143	62201007	16	1	0	572703	985152004241726	62	201007
985152005302150	62201005	12	1	0	493970	985152004242951	62	201005
985152005302150	62201010	10	2	1	493970	985152004242951	62	201010
985152005302150	62201103	12	3	3	493970	985152004242951	62	201103
